timestamp,source_ip,destination_ip,port,protocol,packet_count,duration,failed_attempts,label,source_ip_encoded,destination_ip_encoded,protocol_ICMP,protocol_TCP,protocol_UDP,port_scaled,packet_count_scaled,duration_scaled,failed_attempts_scaled,source_ip_encoded_scaled,destination_ip_encoded_scaled,hour,minute,is_business_hours,connection_frequency,unique_destination_count,unique_port_count,port_usage_count,avg_session_duration_by_ip,failed_attempts_by_ip,packets_per_second,anomaly_score,ml_prediction,ml_anomaly,detection_method
2026-04-01 01:21:00,203.0.113.18,172.16.0.38,23,TCP,1369.0,1.044,39,attack,3405803794,2886729766,0,1,0,-0.44157387039806567,4.15152940445974,-1.057846061006643,3.3148311149179057,3.3195226671219937,-0.12700562734381327,1,21,0,10,9,7,2,0.700096,292,1310.0478468899523,-0.11505451014262047,-1,True,machine_learning
2026-04-01 01:29:00,203.0.113.13,172.16.0.29,23,TCP,1393.0,0.759,10,attack,3405803789,2886729757,0,1,0,-0.44157387039806567,4.2311984118929615,-1.124216416970189,0.6351119280982391,3.3195226615309874,-0.519536731642273,1,29,0,10,10,5,2,0.9763999999999999,306,1832.8947368421052,-0.10951421418235763,-1,True,machine_learning
2026-04-01 01:34:00,10.0.1.123,172.16.0.26,80,ICMP,26.0,0.38,0,normal,167772539,2886729754,1,0,0,-0.41469427335456727,-0.30661546982428717,-1.2124773464796061,-0.2889291708050942,-0.30124794270063826,-0.650380433075093,1,34,0,3,3,2,2,3.0690000000000004,0,68.24146981627297,-0.060382906728376096,-1,True,machine_learning
2026-04-01 01:38:00,10.0.1.13,172.16.0.78,8080,UDP,32.0,4.065,0,normal,167772429,2886729806,0,0,1,3.3578807502943304,-0.28669821796598177,-0.35432028779305613,-0.2889291708050942,-0.3012480657027762,1.617577058427119,1,38,0,8,8,6,1,6.22075,1,7.870142646335464,-0.01080363915403737,-1,True,machine_learning
2026-04-01 01:39:00,203.0.113.23,172.16.0.32,3389,UDP,917.0,1.101,56,attack,3405803799,2886729760,0,0,1,1.145737070802208,2.6510964311340657,-1.0445719898139338,4.885700983053572,3.319522672713,-0.38869303020945306,1,39,0,8,8,4,3,0.783875,286,832.1234119782215,-0.11963813908148635,-1,True,machine_learning
2026-04-01 01:41:00,203.0.113.32,172.16.0.18,3389,TCP,780.0,0.562,21,attack,3405803808,2886729746,0,1,0,1.145737070802208,2.1963191803694255,-1.1700934700397276,1.6515571368919058,3.319522682776811,-0.9992969702292793,1,41,0,11,10,5,2,0.6670872727272728,320,1385.4351687388987,-0.1301309141478042,-1,True,machine_learning
2026-04-01 01:48:00,203.0.113.26,172.16.0.43,4444,TCP,1623.1199999999972,0.195,56,attack,3405803802,2886729771,0,1,0,1.6432454020459064,4.995091411498493,-1.2555598582454166,4.885700983053572,3.3195226760676038,0.09106720837755326,1,48,0,12,12,5,3,0.4252466666666666,451,8281.224489795904,-0.14356275542393848,-1,True,machine_learning
2026-04-01 01:58:00,10.0.0.104,172.16.0.53,443,TCP,38.0,18.947,0,normal,167772264,2886729781,0,1,0,-0.2435136816564985,-0.2667809661076764,3.1113766857139282,-0.2889291708050942,-0.3012482502059831,0.5272128798202863,1,58,0,13,13,6,5,7.351097692307691,1,2.0054887059320246,-0.04600169746624727,-1,True,machine_learning
2026-04-01 02:03:00,10.0.0.199,172.16.0.74,8080,TCP,31.0,13.135,0,normal,167772359,2886729802,0,1,0,3.3578807502943304,-0.290017759942366,1.757887180941546,-0.2889291708050942,-0.30124814397686395,1.4431187898500257,2,3,0,2,2,2,1,11.7415,0,2.3599269183922047,-0.030480560448321148,-1,True,machine_learning
2026-04-01 02:04:00,203.0.113.22,172.16.0.74,25,TCP,1551.0,0.614,54,attack,3405803798,2886729802,0,1,0,-0.4406307266421534,4.755686044161671,-1.1579837910569053,4.700892763272906,3.3195226715947985,1.4431187898500257,2,4,0,9,7,6,1,0.6967777777777777,398,2521.951219512195,-0.12334766326677149,-1,True,machine_learning
2026-04-01 02:09:00,10.0.1.12,172.16.0.5,80,ICMP,37.0,4.118,0,normal,167772428,2886729733,1,0,0,-0.41469427335456727,-0.2701005080840606,-0.34197773036825635,-0.2889291708050942,-0.30124806682097743,-1.5662863431048324,2,9,0,10,10,6,5,5.2291,1,8.982762806506432,-0.04562084007158973,-1,True,machine_learning
2026-04-01 02:23:00,10.0.0.173,172.16.0.38,443,UDP,37.0,3.771,1,normal,167772333,2886729766,0,0,1,-0.2435136816564985,-0.2701005080840606,-0.42278654973439833,-0.1965250609147609,-0.3012481730500966,-0.12700562734381327,2,23,0,10,10,4,5,4.6638,2,9.809119830328738,-0.0018455657248662716,-1,True,machine_learning
2026-04-01 02:36:00,203.0.113.33,172.16.0.6,5900,TCP,1513.0,0.983,56,attack,3405803809,2886729734,0,1,0,2.3298540563500056,4.62954344905907,-1.0720516459672618,4.885700983053572,3.3195226838950123,-1.522671775960559,2,36,0,7,6,5,2,0.70714,200,1537.6016260162603,-0.1260046859729752,-1,True,machine_learning
2026-04-01 02:45:00,10.0.1.88,172.16.0.44,443,UDP,51.0,0.963,0,normal,167772504,2886729772,0,0,1,-0.2435136816564985,-0.22362692041468132,-1.0767092148068087,-0.2889291708050942,-0.30124798183768214,0.13468177552182659,2,45,0,3,3,2,2,4.364333333333334,0,52.9045643153527,-0.0039034637686213847,-1,True,machine_learning
2026-04-01 02:56:00,10.0.1.47,172.16.0.78,80,TCP,43.0,6.261,2,normal,167772463,2886729806,0,1,0,-0.41469427335456727,-0.2501832562257552,0.15708077078921354,-0.10412095102442759,-0.30124802768393355,1.617577058427119,2,56,0,7,6,2,4,8.19242857142857,2,6.866815713829447,-0.00022431583212412232,-1,True,machine_learning
2026-04-01 03:09:00,10.0.0.128,172.16.0.79,80,TCP,44.0,2.534,1,normal,167772288,2886729807,0,1,0,-0.41469427335456727,-0.24686371424937098,-0.7108571824603854,-0.1965250609147609,-0.301248223369153,1.6611916255713923,3,9,0,12,12,4,6,3.9020833333333336,2,17.35700197238659,-0.021170870637946537,-1,True,machine_learning
2026-04-01 03:11:00,203.0.113.27,172.16.0.49,23,UDP,547.0,0.923,42,attack,3405803803,2886729777,0,0,1,-0.44157387039806567,1.4228658998718993,-1.086024352485903,3.5920434445889056,3.319522677185805,0.3527546112431931,3,11,0,4,4,4,1,0.79475,203,591.991341991342,-0.11894048251006029,-1,True,machine_learning
2026-04-01 03:29:00,203.0.113.16,172.16.0.71,23,TCP,841.0,0.446,23,attack,3405803792,2886729799,0,1,0,-0.44157387039806567,2.398811240928864,-1.197107369309101,1.8363653566725724,3.319522664885591,1.3122750884172059,3,29,0,5,5,3,3,0.47939999999999994,207,1881.4317673378075,-0.10316572254803857,-1,True,machine_learning
2026-04-01 03:32:00,10.0.1.77,172.16.0.76,80,ICMP,43.0,1.954,0,normal,167772493,2886729804,1,0,0,-0.41469427335456727,-0.2501832562257552,-0.8459266788072508,-0.2889291708050942,-0.30124799413789594,1.5303479241385722,3,32,0,3,3,3,1,6.059,1,21.994884910485936,-0.007427136855789884,-1,True,machine_learning
2026-04-01 03:34:00,203.0.113.30,172.16.0.42,5900,TCP,531.0,0.778,44,attack,3405803806,2886729770,0,1,0,2.3298540563500056,1.3697532282497513,-1.1197917265726192,3.776851664369572,3.3195226805404086,0.04745264123327996,3,34,0,9,8,7,1,0.589,280,681.6431322207959,-0.12513617213177675,-1,True,machine_learning
2026-04-01 03:36:00,203.0.113.30,172.16.0.36,6667,TCP,1623.1199999999972,0.79,9,attack,3405803806,2886729764,0,1,0,2.691549686742344,4.995091411498493,-1.116997185268891,0.5427078182079058,3.3195226805404086,-0.21423476163235985,3,36,0,9,8,7,1,0.589,280,2051.9848293299583,-0.12868415192154903,-1,True,machine_learning
2026-04-01 03:43:00,10.0.0.86,172.16.0.31,80,TCP,35.0,16.168,0,normal,167772246,2886729759,0,1,0,-0.41469427335456727,-0.2767395920368291,2.464207495458861,-0.2889291708050942,-0.3012482703336057,-0.43230759735372637,3,43,0,10,10,6,5,5.1369,3,2.1646360319129196,-0.002354914937389707,-1,True,machine_learning
2026-04-01 04:00:00,203.0.113.29,172.16.0.16,21,TCP,441.0,0.355,16,attack,3405803805,2886729744,0,1,0,-0.4425170141539779,1.0709944503751703,-1.21829930752904,1.189536587440239,3.3195226794222075,-1.086526104517826,4,0,0,11,11,7,2,0.38517454545454544,432,1238.7640449438202,-0.13367554277589344,-1,True,machine_learning
2026-04-01 04:09:00,203.0.113.17,172.16.0.78,5900,UDP,1623.1199999999972,0.229,32,attack,3405803793,2886729806,0,0,1,2.3298540563500056,4.995091411498493,-1.2476419912181866,2.6680023456855726,3.319522666003792,1.617577058427119,4,9,0,8,8,5,1,0.702875,245,7057.043478260857,-0.15114377452763572,-1,True,machine_learning
2026-04-01 04:23:00,10.0.1.134,172.16.0.4,80,UDP,32.0,16.149,0,normal,167772550,2886729732,0,0,1,-0.41469427335456727,-0.28669821796598177,2.4597828050612915,-0.2889291708050942,-0.30124793040042447,-1.6099009102491055,4,23,0,9,9,3,5,6.217333333333333,1,1.981424148606811,-0.007166346578759031,-1,True,machine_learning
2026-04-01 04:27:00,203.0.113.21,172.16.0.80,3389,UDP,303.0,0.933,54,attack,3405803797,2886729808,0,0,1,1.145737070802208,0.6128976576341458,-1.0836955680661293,4.700892763272906,3.3195226704765974,1.7048061927156655,4,27,0,8,8,5,2,0.5983700000000001,281,324.41113490364023,-0.13697832167625312,-1,True,machine_learning
2026-04-01 04:30:00,10.0.0.125,172.16.0.54,53,ICMP,44.0,7.398,0,normal,167772285,2886729782,1,0,0,-0.42742671405938226,-0.24686371424937098,0.4218635593174651,-0.2889291708050942,-0.3012482267237568,0.5708274469645597,4,30,0,7,6,5,1,5.821857142857143,4,5.946749560751453,-0.00244013908545071,-1,True,machine_learning
2026-04-01 04:31:00,203.0.113.26,172.16.0.5,4444,UDP,1600.0,0.17298,41,attack,3405803802,2886729733,0,0,1,1.6432454020459064,4.918343601004498,-1.260687841537758,3.499639334698572,3.3195226760676038,-1.5662863431048324,4,31,0,12,12,5,3,0.4252466666666666,451,9196.45936314519,-0.15525712877843212,-1,True,machine_learning
2026-04-01 04:36:00,203.0.113.22,172.16.0.43,4444,TCP,1040.0,0.269,56,attack,3405803798,2886729771,0,1,0,1.6432454020459064,3.0594000942293267,-1.2383268535390926,4.885700983053572,3.3195226715947985,0.09106720837755326,4,36,0,9,7,6,2,0.6967777777777777,398,3851.8518518518517,-0.12302269057476622,-1,True,machine_learning
2026-04-01 04:40:00,10.0.0.117,172.16.0.26,53,ICMP,36.0,0.478,0,normal,167772277,2886729754,1,0,0,-0.42742671405938226,-0.27342005006044484,-1.1896552591658256,-0.2889291708050942,-0.3012482356693668,-0.650380433075093,4,40,0,5,5,5,1,3.8049999999999997,2,75.15657620041753,-0.033460367187469364,-1,True,machine_learning
2026-04-01 04:52:00,10.0.1.146,172.16.0.59,443,UDP,35.0,0.405,0,normal,167772562,2886729787,0,0,1,-0.2435136816564985,-0.2767395920368291,-1.2066553854301723,-0.2889291708050942,-0.3012479169820094,0.7889002826859262,4,52,0,8,8,5,2,4.812625000000001,2,86.20689655172413,-0.020684151311056165,-1,True,machine_learning
2026-04-01 04:53:00,203.0.113.31,172.16.0.44,21,TCP,1623.1199999999972,1.056,34,attack,3405803807,2886729772,0,1,0,-0.4425170141539779,4.995091411498493,-1.0550515197029149,2.852810565466239,3.31952268165861,0.13468177552182659,4,53,0,8,7,6,1,0.59862,257,1535.591296121095,-0.10568409975204562,-1,True,machine_learning
2026-04-01 04:55:00,203.0.113.14,172.16.0.74,25,TCP,684.0,1.19,28,attack,3405803790,2886729802,0,1,0,-0.4406307266421534,1.8776431506365392,-1.0238458084779496,2.2983859061242393,3.3195226626491885,1.4431187898500257,4,55,0,8,8,5,3,0.53687,309,574.3073047858943,-0.11074926680264163,-1,True,machine_learning
2026-04-01 04:56:00,10.0.1.103,172.16.0.70,443,ICMP,34.0,4.264,1,normal,167772519,2886729798,1,0,0,-0.2435136816564985,-0.2800591340132133,-0.3079774778395627,-0.1965250609147609,-0.30124796506466334,1.2686605212729325,4,56,0,11,11,4,4,6.660090909090909,1,7.971864009378662,-0.05371930664097069,-1,True,machine_learning
2026-04-01 05:00:00,203.0.113.34,172.16.0.64,5900,TCP,1623.1199999999972,0.17298,56,attack,3405803810,2886729792,0,1,0,2.3298540563500056,4.995091411498493,-1.260687841537758,4.885700983053572,3.319522685013214,1.0069731184072928,5,0,0,9,9,5,1,0.5548822222222223,286,9329.34820094262,-0.13746995768942982,-1,True,machine_learning
2026-04-01 05:02:00,10.0.0.6,172.16.0.80,53,UDP,31.0,12.218,0,normal,167772166,2886729808,0,0,1,-0.42742671405938226,-0.290017759942366,1.544337649648312,-0.2889291708050942,-0.301248359789706,1.7048061927156655,5,2,0,3,3,2,1,9.07,1,2.5370324903838286,-0.007747147758197959,-1,True,machine_learning
2026-04-01 05:06:00,10.0.0.128,172.16.0.24,80,ICMP,39.0,2.473,0,normal,167772288,2886729752,1,0,0,-0.41469427335456727,-0.26346142413129214,-0.7250627674210041,-0.2889291708050942,-0.301248223369153,-0.7376095673636395,5,6,0,12,12,4,6,3.9020833333333336,2,15.763945028294263,-0.0656705671755875,-1,True,machine_learning
2026-04-01 05:10:00,203.0.113.34,172.16.0.42,3389,TCP,704.0,0.17298,10,attack,3405803810,2886729770,0,1,0,1.145737070802208,1.9440339901642238,-1.260687841537758,0.6351119280982391,3.319522685013214,0.04745264123327996,5,10,0,9,9,5,3,0.5548822222222223,286,4046.4421197838833,-0.11469292385144092,-1,True,machine_learning
2026-04-01 05:30:00,10.0.0.231,172.16.0.74,80,UDP,40.0,12.62,3,normal,167772391,2886729802,0,0,1,-0.41469427335456727,-0.2601418821549079,1.6379547833232084,-0.011716841134094248,-0.3012481081944238,1.4431187898500257,5,30,0,6,6,3,3,5.850999999999999,3,3.1693209729815393,-0.011301603876110233,-1,True,machine_learning
2026-04-01 05:38:00,10.0.0.86,172.16.0.19,80,UDP,32.0,4.782,0,normal,167772246,2886729747,0,0,1,-0.41469427335456727,-0.28669821796598177,-0.18734644489529326,-0.2889291708050942,-0.3012482703336057,-0.9556824030850061,5,38,0,10,10,6,5,5.1369,3,6.69036169767928,-0.012067455634786284,-1,True,machine_learning
2026-04-01 05:42:00,203.0.113.27,172.16.0.62,25,UDP,1318.0,0.184,56,attack,3405803803,2886729790,0,0,1,-0.4406307266421534,3.982232763664144,-1.2581215211071677,4.885700983053572,3.319522677185805,0.919743984118746,5,42,0,4,4,4,1,0.79475,203,7124.324324324324,-0.117889834465154,-1,True,machine_learning
2026-04-01 05:44:00,203.0.113.30,172.16.0.38,3389,TCP,1335.0,0.279,8,attack,3405803806,2886729766,0,1,0,1.145737070802208,4.038664977262676,-1.235998069119319,0.45030370831757244,3.3195226805404086,-0.12700562734381327,5,44,0,9,8,7,2,0.589,280,4767.857142857142,-0.11994962728074121,-1,True,machine_learning
2026-04-01 05:55:00,10.0.1.162,172.16.0.8,8080,UDP,45.0,7.168,0,normal,167772578,2886729736,0,0,1,3.3578807502943304,-0.24354417227298672,0.36830151766267377,-0.2889291708050942,-0.30124789909078936,-1.4354426416720123,5,55,0,6,6,2,2,6.262333333333333,1,6.277026084530617,-0.00709239538449824,-1,True,machine_learning
2026-04-01 06:04:00,203.0.113.18,172.16.0.8,4444,UDP,886.0,0.41,34,attack,3405803794,2886729736,0,0,1,1.6432454020459064,2.5481906298661547,-1.2054909932202855,2.852810565466239,3.3195226671219937,-1.4354426416720123,6,4,0,10,9,7,1,0.700096,292,2155.7177615571777,-0.15386193366310574,-1,True,machine_learning
2026-04-01 06:05:00,203.0.113.10,172.16.0.4,6667,ICMP,393.0,0.3,42,attack,3405803786,2886729732,1,0,0,2.691549686742344,0.911656435508727,-1.2311076218377945,3.5920434445889056,3.3195226581763837,-1.6099009102491055,6,5,0,9,8,6,2,0.66922,306,1305.6478405315615,-0.16282750083426012,-1,True,machine_learning
2026-04-01 06:09:00,203.0.113.31,172.16.0.18,5900,TCP,267.0,0.445,56,attack,3405803807,2886729746,0,1,0,2.3298540563500056,0.4933941464843134,-1.1973402477510782,4.885700983053572,3.31952268165861,-0.9992969702292793,6,9,0,8,7,6,1,0.59862,257,598.6547085201794,-0.12677467428316558,-1,True,machine_learning
2026-04-01 06:10:00,203.0.113.19,172.16.0.24,23,TCP,340.0,0.568,53,attack,3405803795,2886729752,0,1,0,-0.44157387039806567,0.7357207107603625,-1.1686961993878637,4.608488653382572,3.319522668240195,-0.7376095673636395,6,10,0,5,4,3,2,0.567,185,597.5395430579965,-0.09004385805078796,-1,True,machine_learning
2026-04-01 06:24:00,203.0.113.15,172.16.0.30,4444,TCP,1231.0,0.692,43,attack,3405803791,2886729758,0,1,0,1.6432454020459064,3.6934326117187157,-1.1398192725826717,3.684447554479239,3.31952266376739,-0.4759221644979997,6,24,0,11,10,6,2,0.6446363636363637,431,1776.3347763347765,-0.13238624974398938,-1,True,machine_learning
2026-04-01 06:29:00,203.0.113.24,172.16.0.17,6667,UDP,431.0,0.976,48,attack,3405803800,2886729745,0,0,1,2.691549686742344,1.0377990306113278,-1.073681795061103,4.146468103930905,3.319522673831201,-1.0429115373735527,6,29,0,10,9,6,1,0.6437,423,441.14636642784035,-0.14638105773087273,-1,True,machine_learning
2026-04-01 06:46:00,10.0.0.183,172.16.0.51,8080,TCP,48.0,3.765,2,normal,167772343,2886729779,0,1,0,3.3578807502943304,-0.23358554634383402,-0.4241838203862624,-0.10412095102442759,-0.30124816186808406,0.4399837455317397,6,46,0,10,8,4,1,5.8071,4,12.745618693574084,-0.041613085917939885,-1,True,machine_learning
2026-04-01 06:52:00,203.0.113.15,172.16.0.39,23,TCP,392.0,0.983,12,attack,3405803791,2886729767,0,1,0,-0.44157387039806567,0.9083368935323428,-1.0720516459672618,0.8199201478789058,3.31952266376739,-0.08339106019953996,6,52,0,11,10,6,3,0.6446363636363637,431,398.3739837398374,-0.12057042418051256,-1,True,machine_learning
2026-04-01 07:06:00,203.0.113.20,172.16.0.50,25,ICMP,1517.0,0.639,50,attack,3405803796,2886729778,1,0,0,-0.4406307266421534,4.642821616964607,-1.1521618300074714,4.331276323711572,3.3195226693583963,0.3963691783874664,7,6,0,6,6,5,1,0.5741666666666667,236,2370.3125,-0.13315832774327196,-1,True,machine_learning
2026-04-01 07:13:00,203.0.113.12,172.16.0.36,23,TCP,1315.0,0.809,51,attack,3405803788,2886729764,0,1,0,-0.44157387039806567,3.9722741377349915,-1.1125724948713214,4.4236804336019055,3.3195226604127863,-0.21423476163235985,7,13,0,9,9,4,2,0.4834355555555556,377,1623.4567901234566,-0.08788966841160606,-1,True,machine_learning
2026-04-01 07:15:00,203.0.113.13,172.16.0.20,4444,TCP,1487.0,1.124,42,attack,3405803789,2886729748,0,1,0,1.6432454020459064,4.54323535767308,-1.0392157856484545,3.5920434445889056,3.3195226615309874,-0.9120678359407327,7,15,0,10,10,5,2,0.9763999999999999,306,1321.7777777777778,-0.1155344761677084,-1,True,machine_learning
2026-04-01 07:16:00,10.0.0.239,172.16.0.62,80,UDP,44.0,16.358,0,normal,167772399,2886729790,0,0,1,-0.41469427335456727,-0.24686371424937098,2.5084543994345583,-0.2889291708050942,-0.3012480992488138,0.919743984118746,7,16,0,5,5,3,2,10.9802,3,2.6896509566599422,-0.011182662358847018,-1,True,machine_learning
2026-04-01 07:21:00,10.0.0.128,172.16.0.75,80,UDP,49.0,1.168,0,normal,167772288,2886729803,0,0,1,-0.41469427335456727,-0.2302660043674498,-1.028969134201451,-0.2889291708050942,-0.301248223369153,1.486733356994299,7,21,0,12,12,4,6,3.9020833333333336,2,41.91616766467067,-0.051004626224561256,-1,True,machine_learning
2026-04-01 07:24:00,10.0.0.215,172.16.0.66,80,ICMP,37.0,0.83,0,normal,167772375,2886729794,1,0,0,-0.41469427335456727,-0.2701005080840606,-1.1076820475897968,-0.2889291708050942,-0.3012481260856439,1.0942022526958393,7,24,0,4,4,3,2,3.2905,0,44.52466907340554,-0.0007297517970696887,-1,True,machine_learning
2026-04-01 07:38:00,203.0.113.15,172.16.0.42,3389,TCP,312.0,0.767,52,attack,3405803791,2886729770,0,1,0,1.145737070802208,0.642773535421604,-1.12235338943437,4.516084543492239,3.31952266376739,0.04745264123327996,7,38,0,11,10,6,3,0.6446363636363637,431,406.25,-0.13144892486559945,-1,True,machine_learning
2026-04-01 07:40:00,10.0.1.50,172.16.0.74,443,UDP,37.0,8.443,1,normal,167772466,2886729802,0,0,1,-0.2435136816564985,-0.2701005080840606,0.6652215311838001,-0.1965250609147609,-0.3012480243293298,1.4431187898500257,7,40,0,5,5,2,4,9.896454,3,4.38180956892468,-0.01758406888044195,-1,True,machine_learning
2026-04-01 07:42:00,203.0.113.15,172.16.0.78,6667,TCP,1623.1199999999972,0.85,42,attack,3405803791,2886729806,0,1,0,2.691549686742344,4.995091411498493,-1.10302447875025,3.5920434445889056,3.31952266376739,1.617577058427119,7,42,0,11,10,6,1,0.6446363636363637,431,1907.30904817861,-0.15272842638485107,-1,True,machine_learning
2026-04-01 07:44:00,203.0.113.33,172.16.0.59,6667,TCP,450.0,0.186,15,attack,3405803809,2886729787,0,1,0,2.691549686742344,1.1008703281626284,-1.257655764223213,1.0971324775499058,3.3195226838950123,0.7889002826859262,7,44,0,7,6,5,1,0.70714,200,2406.4171122994653,-0.11759303861075177,-1,True,machine_learning
2026-04-01 07:45:00,10.0.1.151,172.16.0.48,123,UDP,32.0,0.756,0,normal,167772567,2886729776,0,0,1,-0.39441668260245444,-0.28669821796598177,-1.124915052296121,-0.2889291708050942,-0.30124791139100315,0.3091400440989198,7,45,0,1,1,1,1,0.756,0,42.27212681638045,-0.03076689643429975,-1,True,machine_learning
2026-04-01 07:47:00,203.0.113.32,172.16.0.20,4444,TCP,1171.0,0.31,44,attack,3405803808,2886729748,0,1,0,1.6432454020459064,3.4942600931356615,-1.228778837418021,3.776851664369572,3.319522682776811,-0.9120678359407327,7,47,0,11,10,5,2,0.6670872727272728,320,3765.273311897106,-0.1300469036597477,-1,True,machine_learning
2026-04-01 07:54:00,10.0.1.12,172.16.0.3,80,UDP,35.0,1.942,1,normal,167772428,2886729731,0,0,1,-0.41469427335456727,-0.2767395920368291,-0.8487212201109791,-0.1965250609147609,-0.30124806682097743,-1.653515477393379,7,54,0,10,10,6,5,5.2291,1,18.013381369016987,-0.051376355548143904,-1,True,machine_learning
2026-04-01 08:00:00,203.0.113.15,172.16.0.58,3389,TCP,508.0,0.602,56,attack,3405803791,2886729786,0,1,0,1.145737070802208,1.293403762792914,-1.1607783323606335,4.885700983053572,3.31952266376739,0.7452857155416528,8,0,1,11,10,6,3,0.6446363636363637,431,842.4543946932007,-0.13866112433956124,-1,True,machine_learning
2026-04-01 08:19:00,203.0.113.12,172.16.0.54,4444,TCP,1420.0,0.17298,46,attack,3405803788,2886729782,0,1,0,1.6432454020459064,4.320826045255336,-1.260687841537758,3.961659884150239,3.3195226604127863,0.5708274469645597,8,19,1,9,9,4,3,0.4834355555555556,377,8161.8576847913555,-0.10859755116746106,-1,True,machine_learning
2026-04-01 08:23:00,203.0.113.32,172.16.0.77,6667,TCP,1383.0,0.837,38,attack,3405803808,2886729805,0,1,0,2.691549686742344,4.198002992129119,-1.1060518984959555,3.2224270050275723,3.319522682776811,1.5739624912828456,8,23,1,11,10,5,1,0.6670872727272728,320,1650.3579952267303,-0.1417259844999933,-1,True,machine_learning
2026-04-01 08:24:00,203.0.113.26,172.16.0.57,6667,UDP,1058.0,0.713,15,attack,3405803802,2886729785,0,0,1,2.691549686742344,3.119151849804243,-1.1349288253011474,1.0971324775499058,3.3195226760676038,0.7016711483973795,8,24,1,12,12,5,3,0.4252466666666666,451,1481.7927170868347,-0.15311398321896774,-1,True,machine_learning
